,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amsterdam,:nl:,:nl: Amsterdam,7.6168647,6.4435,13.769648,7.8420787,15.424156,6.7454915,7.900709,6.610012,8.109239,18.145159,15.304723,13.27259,28.017426,7.458789,5.8904357,10.298908,10.700038,7.3823338,10.013098,8.995379,9.7820635,6.522453,6.9314966,7.008118,7.6427746,8.180142,6.822486,5.026425,5.592639,9.177438,5.576235,5.7856975,7.352297,10.459034,7.0817394,7.035519,6.9409943,5.4023633,6.642048,5.2851768,6.3854227,8.761399,7.3252826,8.529972,6.6651206,9.383113,10.401578,7.756823,17.962786,11.259343,19.84197,9.481821,5.759145
Athens,:gr:,:gr: Athens,11.215075,13.826568,11.611104,14.200448,14.94773,13.037535,14.761462,15.663704,12.386138,12.887039,11.924055,15.919151,15.554862,22.621424,12.408637,12.5155,13.830496,17.000092,11.487182,14.078107,14.0879545,19.453135,15.987091,13.552808,11.720026,16.579227,12.174141,11.617116,11.662996,12.258547,13.800864,12.289657,14.737074,16.70174,19.644642,23.3332,13.652799,14.5018015,10.991442,13.197586,10.707406,13.235059,14.861434,18.109371,17.900976,19.101574,14.937884,9.823569,11.369998,15.070742,15.379071,15.446295,21.268526
Belgrade,:rs:,:rs: Belgrade,23.574232,24.812664,30.33836,19.324427,26.27933,17.465666,16.740528,15.387498,14.182214,24.494522,22.112137,25.019205,28.142843,19.48109,13.205265,12.9767,13.688991,12.267655,11.029697,13.154729,9.645371,10.051339,16.260733,10.113899,9.257164,11.765816,12.644956,9.856633,7.343497,11.009864,12.597197,11.075309,11.179205,13.145447,18.91645,15.452964,13.358052,8.833412,11.234938,9.502385,16.128984,23.698051,16.877672,25.49515,29.90615,25.79382,23.154388,19.53639,12.89857,16.195341,18.365498,33.62718,21.213133
Berlin,:de:,:de: Berlin,16.056295,7.0172005,17.268356,7.077838,9.410181,7.2090487,7.8441267,5.7160788,7.5019083,14.644167,13.899233,20.070623,21.698935,8.21897,6.0208926,8.93557,9.819502,9.643944,9.726091,8.69304,7.878816,5.8375325,6.912093,7.3021207,7.464092,9.289216,8.545572,5.2108154,4.8352456,8.255933,6.576456,6.8737082,8.266375,12.366805,10.872093,5.3656216,9.081578,5.6637673,8.347427,7.3848157,7.158155,10.8013935,9.784403,11.723219,12.820752,9.053888,16.18386,18.136372,28.10981,12.373688,23.253983,12.470287,5.02721
Brussels,:be:,:be: Brussels,5.934729,6.319814,21.226793,14.906311,18.315088,6.310846,8.651516,5.6743374,7.6774044,21.962584,12.800983,12.209246,25.152594,13.855141,6.679989,10.7600975,11.748843,11.739417,12.293613,8.057498,8.425725,5.8132043,8.7477255,5.6067944,7.736745,7.0047536,5.243107,6.0240173,6.6012692,10.098201,5.875454,6.1501937,8.549527,10.852744,6.7328024,7.439553,6.3230367,6.321959,7.791551,6.79047,7.61682,8.709387,7.983706,8.253814,6.9481773,8.677558,9.719604,6.225745,19.003735,16.22438,27.317556,6.862774,4.925397
Bucaresti,:ro:,:ro: Bucaresti,21.95648,18.253584,19.147696,15.771749,23.49481,22.92793,20.82968,25.432957,18.01813,16.528143,15.218184,22.13153,18.623821,18.06423,12.384325,11.248688,12.190638,11.481157,9.495146,10.083733,9.687891,9.569233,12.523572,8.764432,9.317216,8.953949,11.26612,9.6366,7.737836,8.590374,11.059975,9.007418,9.078787,12.631409,13.922472,10.811029,11.424859,8.620449,8.35007,10.467993,11.180538,12.004419,16.893154,19.024586,20.664583,23.669115,18.405407,16.89602,14.290178,19.031519,19.254593,29.77589,27.971899
Budapest,:hu:,:hu: Budapest,18.777607,15.127869,21.733912,12.105902,15.924662,12.292444,13.075089,13.429025,10.802204,17.17836,17.547235,24.687754,20.554783,16.462543,9.541352,10.687478,12.362086,10.252861,12.021544,10.463905,9.284154,6.8311415,8.166686,9.2358265,7.583373,8.028447,11.242701,7.074651,6.358458,10.069016,9.16929,9.618182,7.6293054,11.135105,11.859606,9.012944,10.226092,7.1200094,8.103555,8.510337,11.933917,17.926622,15.603867,15.622717,14.212187,22.908405,21.369434,20.424002,20.745079,15.982616,24.70204,29.537691,25.55808
Copenhagen,:dk:,:dk: Copenhagen,13.239771,7.236176,12.473279,7.346937,7.3666534,7.3348293,7.382187,6.062183,5.8802977,9.567824,12.20996,16.95482,20.126062,5.6850376,4.80586,9.590501,6.2247615,8.171739,7.578865,6.2089677,6.836508,5.0688357,6.5634074,6.8316073,5.7235265,7.4469466,6.742829,4.121935,4.190981,7.433704,4.6169505,6.561996,6.584146,11.326992,6.398854,3.2772493,5.0834713,4.68893,5.942117,4.525863,6.04767,7.440793,7.858638,8.80384,7.551512,7.32063,6.00983,11.167935,9.693058,8.129551,9.980254,8.441222,5.566286
Katovice,:pl:,:pl: Katovice,23.913921,18.757423,32.718533,19.404001,22.604254,16.6856,16.53126,18.03195,19.362936,32.84042,29.75518,36.94693,36.10717,21.1237,12.050955,18.394897,24.018833,21.28316,22.961006,12.721601,10.098974,10.437896,12.163291,12.8830385,10.392622,10.192539,14.863707,9.723605,7.566053,13.173192,10.625634,14.037663,9.910008,15.922302,16.59488,9.725333,12.130575,9.929513,14.558527,14.831434,13.917574,22.601734,17.23918,18.859945,21.042122,25.63046,28.192978,33.3494,31.643314,27.368113,39.480095,24.671926,17.121254
Kraków,:pl:,:pl: Kraków,23.47054,21.426096,29.637297,17.635708,21.885265,17.13964,17.037664,19.336103,18.654755,28.522154,27.121962,37.870335,35.215816,18.520031,12.275614,18.521982,21.210443,20.758284,21.412481,14.703336,12.324659,11.349309,13.287827,13.829104,12.021747,10.974809,15.525632,10.907957,9.253055,14.548256,11.057016,13.827915,9.77147,16.792164,16.131002,9.673207,12.648495,10.6839485,14.184912,13.421872,14.57052,21.301811,18.869072,19.275064,20.938332,27.178255,27.747744,31.204645,30.01229,24.399632,35.15193,34.39557,17.90689
