,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amsterdam,:nl:,:nl: Amsterdam,9.684517,6.30866,5.778338,8.542845,13.169252,7.155085,14.468156,20.570595,11.229863,8.2855,7.0351334,7.881147,6.6099463,6.295556,12.209495,7.1711135,12.799416,6.7673755,8.668333,11.242701,6.743716,8.60822,5.162632,7.9770727,8.698487,8.8545065,6.765863,7.2976136,5.354488,5.0418434,4.1827493,3.8429482,5.231969,5.843376
Athens,:gr:,:gr: Athens,17.755835,19.984314,12.439126,11.0956545,12.519618,10.4952345,10.954904,18.968153,19.494556,19.008505,11.652845,9.890013,16.768032,10.603394,11.28296,11.964976,11.800467,13.320181,13.873933,11.81385,13.740285,12.868276,14.348392,13.254393,12.220227,13.6555395,14.331529,14.905954,16.724045,18.170317,15.050186,13.281575,9.570845,13.491166
Belgrade,:rs:,:rs: Belgrade,25.31044,26.318787,19.13472,12.366085,15.885518,12.621237,26.757639,30.213087,15.96436,21.516289,13.706042,15.567074,20.601803,11.064482,21.96755,15.181178,17.025738,16.327858,13.642236,9.684748,13.925539,16.559,13.804661,13.1931305,11.499905,16.431873,11.784221,12.95641,14.822638,15.255101,12.37558,9.69866,10.9263935,17.732227
Berlin,:de:,:de: Berlin,9.966379,6.841073,5.088408,10.992191,13.650995,6.1132555,19.86971,14.16245,8.73284,12.59141,9.124734,8.795578,8.577986,6.003468,11.722815,10.859326,13.703995,8.506115,9.548613,10.144498,9.286498,9.2080345,6.1282635,8.783642,10.45177,14.475218,8.254059,8.160816,7.2615824,5.9603753,5.3848934,5.4645987,5.7793217,9.446708
Brussels,:be:,:be: Brussels,6.275102,4.9332323,4.4526215,14.63717,19.417967,9.148843,21.513174,19.957123,13.35042,14.45689,10.441304,6.4369755,6.128964,6.093389,13.689212,6.649657,14.129622,11.395834,10.458642,12.98402,10.497125,12.794206,8.177956,12.08201,11.754232,9.8419695,8.738928,7.4710374,5.049815,5.685962,3.8672996,4.0388174,5.0306435,9.3045635
Bucaresti,:ro:,:ro: Bucaresti,30.173206,29.552221,21.656237,16.976141,18.495731,19.830359,28.13271,28.820103,17.537685,22.592583,19.018826,15.341095,22.17391,13.004343,14.808984,14.320421,13.777333,12.657257,10.530066,10.21065,11.357569,10.825905,13.169864,10.511615,10.5879135,12.626072,10.53903,11.10665,11.8454075,10.674293,12.103927,12.448016,8.449961,13.910224
Budapest,:hu:,:hu: Budapest,26.779274,20.922808,19.43665,14.981638,24.463654,9.73831,30.625002,26.896774,15.3195,22.61447,16.72305,15.037476,18.75703,10.520702,14.100676,13.698304,14.970509,13.157754,12.643292,9.261386,10.991908,13.443845,11.706319,10.689739,10.127339,14.239346,10.674455,10.065395,11.578398,10.215596,7.763785,7.2121854,8.395458,14.590342
Copenhagen,:dk:,:dk: Copenhagen,8.848092,5.0095596,5.5219655,5.370732,7.828545,4.281096,11.717277,12.812174,5.15431,8.413515,5.128954,9.474527,7.012747,5.695184,5.9936495,9.994866,8.603922,6.2915025,6.0787916,9.5402565,6.6592717,7.54223,5.014995,8.0604315,6.840092,8.088839,5.987601,4.5551133,5.0353465,3.361113,4.743007,3.443776,5.067754,6.2584987
Katovice,:pl:,:pl: Katovice,18.705107,24.458397,16.807682,26.90095,26.460476,11.343647,35.51069,25.868696,18.065224,34.30387,17.581654,22.239052,20.518251,14.127372,20.59172,19.778,18.99724,15.268204,13.088706,11.272131,11.942253,13.241189,9.626286,11.703025,11.733726,14.448532,10.258923,9.891015,11.967497,9.152205,6.8198867,6.4212103,7.855556,14.984921
Kraków,:pl:,:pl: Kraków,20.807285,25.907866,18.098017,23.550169,23.71203,11.028313,36.590816,25.768988,16.062933,31.800032,15.365268,22.165253,21.034693,13.223894,18.828249,18.398115,19.01418,16.31161,13.698677,11.8057995,12.468447,15.643421,11.899068,12.926684,13.515172,16.108192,11.674978,10.837273,12.072573,10.721682,7.6388054,7.517837,8.484535,15.737503
